2026-03-10 22:45:22.414 | INFO     | main:lifespan:37 - ==================================================
2026-03-10 23:52:05.631 | INFO     | main:lifespan:39 - 版本: 1.0.0
2026-03-10 23:52:05.631 | INFO     | main:lifespan:40 - 调试模式: True
2026-03-10 23:52:05.631 | INFO     | main:lifespan:41 - ==================================================
2026-03-10 23:53:17.531 | INFO     | app.api.routes:chat_stream:158 - 流式AI对话 - 用户: anonymous
2026-03-10 23:53:24.421 | INFO     | app.api.routes:generate:178 - Stream completed, total chunks: 395
2026-03-10 23:54:37.641 | INFO     | main:lifespan:46 - 应用正在关闭...
2026-03-10 23:54:39.758 | INFO     | main:lifespan:37 - ==================================================
2026-03-10 23:54:39.758 | INFO     | main:lifespan:38 - Health Management AI Service 启动中...
2026-03-10 23:54:39.758 | INFO     | main:lifespan:39 - 版本: 1.0.0
2026-03-10 23:54:39.758 | INFO     | main:lifespan:40 - 调试模式: True
2026-03-10 23:54:39.758 | INFO     | main:lifespan:41 - ==================================================
2026-03-10 23:58:04.376 | INFO     | app.api.routes:chat_stream:158 - 流式AI对话 - 用户: anonymous
2026-03-10 23:58:11.193 | INFO     | app.api.routes:generate:178 - Stream completed, total chunks: 439
2026-03-10 23:59:38.049 | INFO     | main:lifespan:46 - 应用正在关闭...
2026-03-10 23:59:40.008 | INFO     | main:lifespan:37 - ==================================================
2026-03-10 23:59:40.008 | INFO     | main:lifespan:38 - Health Management AI Service 启动中...
2026-03-10 23:59:40.008 | INFO     | main:lifespan:39 - 版本: 1.0.0
2026-03-10 23:59:40.008 | INFO     | main:lifespan:40 - 调试模式: True
2026-03-10 23:59:40.008 | INFO     | main:lifespan:41 - ==================================================
2026-03-11 00:00:43.463 | INFO     | main:lifespan:37 - ==================================================
2026-03-11 00:00:43.463 | INFO     | main:lifespan:38 - Health Management AI Service 启动中...
2026-03-11 00:00:43.464 | INFO     | main:lifespan:39 - 版本: 1.0.0
2026-03-11 00:00:43.464 | INFO     | main:lifespan:40 - 调试模式: True
2026-03-11 00:00:43.464 | INFO     | main:lifespan:41 - ==================================================
2026-03-11 00:02:05.113 | INFO     | app.api.routes:chat_stream:158 - 流式AI对话 - 用户: anonymous
2026-03-11 00:02:13.211 | INFO     | app.api.routes:generate:178 - Stream completed, total chunks: 427
2026-03-11 08:58:33.421 | INFO     | main:lifespan:37 - ==================================================
2026-03-11 08:58:33.422 | INFO     | main:lifespan:38 - Health Management AI Service 启动中...
2026-03-11 08:58:33.422 | INFO     | main:lifespan:39 - 版本: 1.0.0
2026-03-11 08:58:33.422 | INFO     | main:lifespan:40 - 调试模式: True
2026-03-11 08:58:33.423 | INFO     | main:lifespan:41 - ==================================================
2026-03-11 09:12:36.012 | INFO     | main:lifespan:37 - ==================================================
2026-03-11 09:12:36.012 | INFO     | main:lifespan:38 - Health Management AI Service 启动中...
2026-03-11 09:12:36.012 | INFO     | main:lifespan:39 - 版本: 1.0.0
2026-03-11 09:12:36.012 | INFO     | main:lifespan:40 - 调试模式: True
2026-03-11 09:12:36.012 | INFO     | main:lifespan:41 - ==================================================
2026-03-11 09:23:18.966 | INFO     | main:lifespan:37 - ==================================================
2026-03-11 09:23:18.966 | INFO     | main:lifespan:38 - Health Management AI Service 启动中...
2026-03-11 09:23:18.967 | INFO     | main:lifespan:39 - 版本: 1.0.0
2026-03-11 09:23:18.967 | INFO     | main:lifespan:40 - 调试模式: True
2026-03-11 09:23:18.967 | INFO     | main:lifespan:41 - ==================================================
2026-03-11 09:51:34.926 | INFO     | main:lifespan:37 - ==================================================
2026-03-11 09:51:34.926 | INFO     | main:lifespan:38 - Health Management AI Service 启动中...
2026-03-11 09:51:34.926 | INFO     | main:lifespan:39 - 版本: 1.0.0
2026-03-11 09:51:34.926 | INFO     | main:lifespan:40 - 调试模式: True
2026-03-11 09:51:34.926 | INFO     | main:lifespan:41 - ==================================================
2026-03-11 09:51:59.929 | INFO     | main:lifespan:37 - ==================================================
2026-03-11 09:51:59.929 | INFO     | main:lifespan:38 - Health Management AI Service 启动中...
2026-03-11 09:51:59.929 | INFO     | main:lifespan:39 - 版本: 1.0.0
2026-03-11 09:51:59.929 | INFO     | main:lifespan:40 - 调试模式: True
2026-03-11 09:51:59.929 | INFO     | main:lifespan:41 - ==================================================
2026-03-11 10:07:24.101 | INFO     | main:lifespan:37 - ==================================================
2026-03-11 10:07:24.102 | INFO     | main:lifespan:38 - Health Management AI Service 启动中...
2026-03-11 10:07:24.102 | INFO     | main:lifespan:39 - 版本: 1.0.0
2026-03-11 10:07:24.102 | INFO     | main:lifespan:40 - 调试模式: True
2026-03-11 10:07:24.102 | INFO     | main:lifespan:41 - ==================================================
2026-03-11 10:09:25.089 | INFO     | main:lifespan:37 - ==================================================
2026-03-11 10:09:25.090 | INFO     | main:lifespan:38 - Health Management AI Service 启动中...
2026-03-11 10:09:25.090 | INFO     | main:lifespan:39 - 版本: 1.0.0
2026-03-11 10:09:25.090 | INFO     | main:lifespan:40 - 调试模式: True
2026-03-11 10:09:25.090 | INFO     | main:lifespan:41 - ==================================================
2026-03-11 10:12:14.854 | INFO     | main:lifespan:37 - ==================================================
2026-03-11 10:12:14.855 | INFO     | main:lifespan:38 - Health Management AI Service 启动中...
2026-03-11 10:12:14.855 | INFO     | main:lifespan:39 - 版本: 1.0.0
2026-03-11 10:12:14.855 | INFO     | main:lifespan:40 - 调试模式: True
2026-03-11 10:12:14.856 | INFO     | main:lifespan:41 - ==================================================
2026-03-11 10:52:24.082 | INFO     | main:lifespan:37 - ==================================================
2026-03-11 10:52:24.082 | INFO     | main:lifespan:38 - Health Management AI Service 启动中...
2026-03-11 10:52:24.082 | INFO     | main:lifespan:39 - 版本: 1.0.0
2026-03-11 10:52:24.082 | INFO     | main:lifespan:40 - 调试模式: True
2026-03-11 10:52:24.083 | INFO     | main:lifespan:41 - ==================================================
2026-03-11 10:59:52.424 | INFO     | main:lifespan:37 - ==================================================
2026-03-11 10:59:52.424 | INFO     | main:lifespan:38 - Health Management AI Service 启动中...
2026-03-11 10:59:52.424 | INFO     | main:lifespan:39 - 版本: 1.0.0
2026-03-11 10:59:52.424 | INFO     | main:lifespan:40 - 调试模式: True
2026-03-11 10:59:52.424 | INFO     | main:lifespan:41 - ==================================================
2026-03-11 11:13:24.894 | INFO     | app.api.routes:chat_with_ai:135 - 流式AI对话 - 用户: anonymous, 问题: 熬夜的危害...
2026-03-11 11:13:24.895 | INFO     | app.api.routes:chat_with_ai:136 - Chat history count: 5
2026-03-11 11:13:24.896 | INFO     | app.api.routes:chat_with_ai:151 - Added 5 history messages
2026-03-11 11:13:31.983 | INFO     | app.api.routes:producer:166 - Stream producer completed, total chunks: 375
2026-03-11 11:29:11.857 | INFO     | main:lifespan:46 - 应用正在关闭...
2026-03-11 11:29:14.347 | INFO     | main:lifespan:37 - ==================================================
2026-03-11 11:29:14.347 | INFO     | main:lifespan:38 - Health Management AI Service 启动中...
2026-03-11 11:29:14.348 | INFO     | main:lifespan:39 - 版本: 1.0.0
2026-03-11 11:29:14.348 | INFO     | main:lifespan:40 - 调试模式: True
2026-03-11 11:29:14.348 | INFO     | main:lifespan:41 - ==================================================
2026-03-11 14:07:02.109 | INFO     | main:lifespan:37 - ==================================================
2026-03-11 14:07:02.110 | INFO     | main:lifespan:38 - Health Management AI Service 启动中...
2026-03-11 14:07:02.110 | INFO     | main:lifespan:39 - 版本: 1.0.0
2026-03-11 14:07:02.111 | INFO     | main:lifespan:40 - 调试模式: True
2026-03-11 14:07:02.111 | INFO     | main:lifespan:41 - ==================================================
2026-03-11 14:09:13.837 | INFO     | app.api.routes:chat_with_ai:140 - 流式AI对话 - 用户: anonymous, 问题: 帮我搜索一下，关于如何进行颈椎保护的运动或者小tip...
2026-03-11 14:09:13.838 | INFO     | app.api.routes:chat_with_ai:141 - 联网搜索: 开启
2026-03-11 14:09:13.839 | INFO     | app.api.routes:chat_with_ai:142 - Chat history count: 7
2026-03-11 14:09:13.840 | INFO     | app.api.routes:chat_with_ai:157 - Added 7 history messages
2026-03-11 14:09:22.088 | INFO     | app.services.kimi_service:chat_stream_with_tools:114 - 模型决定使用工具: 1 个
2026-03-11 14:09:22.484 | ERROR    | app.services.kimi_service:chat_stream_with_tools:158 - Kimi工具调用流式API调用失败: Error code: 400 - {'error': {'message': 'Invalid request: Your request exceeded model token limit: 8192 (requested: 11483)', 'type': 'invalid_request_error'}}
2026-03-11 14:09:22.485 | ERROR    | app.api.routes:producer:185 - Producer error: Error code: 400 - {'error': {'message': 'Invalid request: Your request exceeded model token limit: 8192 (requested: 11483)', 'type': 'invalid_request_error'}}
2026-03-11 14:11:56.051 | INFO     | main:lifespan:46 - 应用正在关闭...
2026-03-11 14:11:58.611 | INFO     | main:lifespan:37 - ==================================================
2026-03-11 14:11:58.611 | INFO     | main:lifespan:38 - Health Management AI Service 启动中...
2026-03-11 14:11:58.611 | INFO     | main:lifespan:39 - 版本: 1.0.0
2026-03-11 14:11:58.611 | INFO     | main:lifespan:40 - 调试模式: True
2026-03-11 14:11:58.612 | INFO     | main:lifespan:41 - ==================================================
2026-03-11 14:16:56.037 | INFO     | main:lifespan:46 - 应用正在关闭...
2026-03-11 14:16:57.942 | INFO     | main:lifespan:37 - ==================================================
2026-03-11 14:16:57.942 | INFO     | main:lifespan:38 - Health Management AI Service 启动中...
2026-03-11 14:16:57.942 | INFO     | main:lifespan:39 - 版本: 1.0.0
2026-03-11 14:16:57.943 | INFO     | main:lifespan:40 - 调试模式: True
2026-03-11 14:16:57.943 | INFO     | main:lifespan:41 - ==================================================
2026-03-11 14:21:56.433 | INFO     | main:lifespan:46 - 应用正在关闭...
2026-03-11 14:21:58.554 | INFO     | main:lifespan:37 - ==================================================
2026-03-11 14:21:58.554 | INFO     | main:lifespan:38 - Health Management AI Service 启动中...
2026-03-11 14:21:58.554 | INFO     | main:lifespan:39 - 版本: 1.0.0
2026-03-11 14:21:58.554 | INFO     | main:lifespan:40 - 调试模式: True
2026-03-11 14:21:58.555 | INFO     | main:lifespan:41 - ==================================================
2026-03-11 14:24:09.138 | INFO     | app.api.routes:chat_with_ai:140 - 流式AI对话 - 用户: anonymous, 问题: 帮我搜集一下保护颈椎的小tip，一篇文章就行了...
2026-03-11 14:24:09.139 | INFO     | app.api.routes:chat_with_ai:141 - 联网搜索: 开启
2026-03-11 14:24:09.139 | INFO     | app.api.routes:chat_with_ai:142 - Chat history count: 7
2026-03-11 14:24:09.140 | INFO     | app.api.routes:chat_with_ai:161 - Added 7 history messages (trimmed from 7)
2026-03-11 14:24:25.205 | INFO     | app.services.kimi_service:chat_stream_with_tools:114 - 模型决定使用工具: 1 个
2026-03-11 14:24:25.933 | ERROR    | app.services.kimi_service:chat_stream_with_tools:158 - Kimi工具调用流式API调用失败: Error code: 400 - {'error': {'message': 'Invalid request: Your request exceeded model token limit: 8192 (requested: 10897)', 'type': 'invalid_request_error'}}
2026-03-11 14:24:25.933 | ERROR    | app.api.routes:producer:189 - Producer error: Error code: 400 - {'error': {'message': 'Invalid request: Your request exceeded model token limit: 8192 (requested: 10897)', 'type': 'invalid_request_error'}}
2026-03-11 15:01:57.860 | INFO     | main:lifespan:37 - ==================================================
2026-03-11 15:01:57.861 | INFO     | main:lifespan:38 - Health Management AI Service 启动中...
2026-03-11 15:01:57.861 | INFO     | main:lifespan:39 - 版本: 1.0.0
2026-03-11 15:01:57.861 | INFO     | main:lifespan:40 - 调试模式: True
2026-03-11 15:01:57.861 | INFO     | main:lifespan:41 - ==================================================
2026-03-11 15:10:13.655 | INFO     | main:lifespan:37 - ==================================================
2026-03-11 15:10:13.655 | INFO     | main:lifespan:38 - Health Management AI Service 启动中...
2026-03-11 15:10:13.655 | INFO     | main:lifespan:39 - 版本: 1.0.0
2026-03-11 15:10:13.655 | INFO     | main:lifespan:40 - 调试模式: True
2026-03-11 15:10:13.655 | INFO     | main:lifespan:41 - ==================================================
2026-03-11 15:23:40.840 | INFO     | main:lifespan:37 - ==================================================
2026-03-11 15:23:40.841 | INFO     | main:lifespan:38 - Health Management AI Service 启动中...
2026-03-11 15:23:40.841 | INFO     | main:lifespan:39 - 版本: 1.0.0
2026-03-11 15:23:40.841 | INFO     | main:lifespan:40 - 调试模式: True
2026-03-11 15:23:40.841 | INFO     | main:lifespan:41 - ==================================================
2026-03-11 16:03:19.470 | INFO     | main:lifespan:37 - ==================================================
2026-03-11 16:03:19.470 | INFO     | main:lifespan:38 - Health Management AI Service 启动中...
2026-03-11 16:03:19.470 | INFO     | main:lifespan:39 - 版本: 1.0.0
2026-03-11 16:03:19.471 | INFO     | main:lifespan:40 - 调试模式: True
2026-03-11 16:03:19.471 | INFO     | main:lifespan:41 - ==================================================
2026-03-11 16:13:30.885 | INFO     | main:lifespan:37 - ==================================================
2026-03-11 16:13:30.885 | INFO     | main:lifespan:38 - Health Management AI Service 启动中...
2026-03-11 16:13:30.885 | INFO     | main:lifespan:39 - 版本: 1.0.0
2026-03-11 16:13:30.885 | INFO     | main:lifespan:40 - 调试模式: True
2026-03-11 16:13:30.886 | INFO     | main:lifespan:41 - ==================================================
2026-03-11 16:16:08.853 | INFO     | main:lifespan:37 - ==================================================
2026-03-11 16:16:08.853 | INFO     | main:lifespan:38 - Health Management AI Service 启动中...
2026-03-11 16:16:08.853 | INFO     | main:lifespan:39 - 版本: 1.0.0
2026-03-11 16:16:08.853 | INFO     | main:lifespan:40 - 调试模式: True
2026-03-11 16:16:08.853 | INFO     | main:lifespan:41 - ==================================================
2026-03-11 16:31:40.386 | INFO     | main:lifespan:37 - ==================================================
2026-03-11 16:31:40.386 | INFO     | main:lifespan:38 - Health Management AI Service 启动中...
2026-03-11 16:31:40.386 | INFO     | main:lifespan:39 - 版本: 1.0.0
2026-03-11 16:31:40.386 | INFO     | main:lifespan:40 - 调试模式: True
2026-03-11 16:31:40.386 | INFO     | main:lifespan:41 - ==================================================
2026-03-11 16:46:27.595 | INFO     | main:lifespan:37 - ==================================================
2026-03-11 16:46:27.595 | INFO     | main:lifespan:38 - Health Management AI Service 启动中...
2026-03-11 16:46:27.596 | INFO     | main:lifespan:39 - 版本: 1.0.0
2026-03-11 16:46:27.596 | INFO     | main:lifespan:40 - 调试模式: True
2026-03-11 16:46:27.596 | INFO     | main:lifespan:41 - ==================================================
2026-03-11 17:57:09.576 | INFO     | main:lifespan:37 - ==================================================
2026-03-11 17:57:09.577 | INFO     | main:lifespan:38 - Health Management AI Service 启动中...
2026-03-11 17:57:09.577 | INFO     | main:lifespan:39 - 版本: 1.0.0
2026-03-11 17:57:09.577 | INFO     | main:lifespan:40 - 调试模式: True
2026-03-11 17:57:09.578 | INFO     | main:lifespan:41 - ==================================================
2026-03-11 21:36:16.233 | INFO     | main:lifespan:37 - ==================================================
2026-03-11 21:36:16.233 | INFO     | main:lifespan:38 - Health Management AI Service 启动中...
2026-03-11 21:36:16.233 | INFO     | main:lifespan:39 - 版本: 1.0.0
2026-03-11 21:36:16.233 | INFO     | main:lifespan:40 - 调试模式: True
2026-03-11 21:36:16.234 | INFO     | main:lifespan:41 - ==================================================
2026-03-12 10:38:27.703 | INFO     | main:lifespan:37 - ==================================================
2026-03-12 10:38:27.704 | INFO     | main:lifespan:38 - Health Management AI Service 启动中...
2026-03-12 10:38:27.704 | INFO     | main:lifespan:39 - 版本: 1.0.0
2026-03-12 10:38:27.704 | INFO     | main:lifespan:40 - 调试模式: True
2026-03-12 10:38:27.704 | INFO     | main:lifespan:41 - ==================================================
2026-03-12 14:10:21.617 | INFO     | main:lifespan:37 - ==================================================
2026-03-12 14:10:21.618 | INFO     | main:lifespan:38 - Health Management AI Service 启动中...
2026-03-12 14:10:21.619 | INFO     | main:lifespan:39 - 版本: 1.0.0
2026-03-12 14:10:21.619 | INFO     | main:lifespan:40 - 调试模式: True
2026-03-12 14:10:21.619 | INFO     | main:lifespan:41 - ==================================================
2026-03-12 15:56:06.512 | INFO     | main:lifespan:37 - ==================================================
2026-03-12 15:56:06.513 | INFO     | main:lifespan:38 - Health Management AI Service 启动中...
2026-03-12 15:56:06.513 | INFO     | main:lifespan:39 - 版本: 1.0.0
2026-03-12 15:56:06.513 | INFO     | main:lifespan:40 - 调试模式: True
2026-03-12 15:56:06.514 | INFO     | main:lifespan:41 - ==================================================
2026-03-12 19:10:49.531 | INFO     | main:lifespan:37 - ==================================================
2026-03-12 19:10:49.531 | INFO     | main:lifespan:38 - Health Management AI Service 启动中...
2026-03-12 19:10:49.531 | INFO     | main:lifespan:39 - 版本: 1.0.0
2026-03-12 19:10:49.531 | INFO     | main:lifespan:40 - 调试模式: True
2026-03-12 19:10:49.531 | INFO     | main:lifespan:41 - ==================================================
2026-03-12 19:48:00.447 | INFO     | main:lifespan:37 - ==================================================
2026-03-12 19:48:00.447 | INFO     | main:lifespan:38 - Health Management AI Service 启动中...
2026-03-12 19:48:00.447 | INFO     | main:lifespan:39 - 版本: 1.0.0
2026-03-12 19:48:00.447 | INFO     | main:lifespan:40 - 调试模式: True
2026-03-12 19:48:00.447 | INFO     | main:lifespan:41 - ==================================================
2026-03-12 20:45:40.733 | INFO     | app.api.routes:chat_with_ai:151 - 流式AI对话 - 用户: anonymous, 问题: 每天应该喝多少水？...
2026-03-12 20:45:40.737 | INFO     | app.api.routes:chat_with_ai:152 - 联网搜索: 关闭
2026-03-12 20:45:40.737 | INFO     | app.api.routes:chat_with_ai:153 - Chat history count: 1
2026-03-12 20:45:40.737 | INFO     | app.api.routes:chat_with_ai:172 - Added 1 history messages (trimmed from 1)
2026-03-12 20:45:42.167 | INFO     | app.services.kimi_service:client:31 - Kimi (Moonshot)客户端初始化完成，使用模型: moonshot-v1-8k
2026-03-12 20:45:48.695 | INFO     | app.api.routes:producer:199 - Stream producer completed, total chunks: 307
2026-03-13 10:28:06.184 | INFO     | main:lifespan:37 - ==================================================
2026-03-13 10:28:06.184 | INFO     | main:lifespan:38 - Health Management AI Service 启动中...
2026-03-13 10:28:06.185 | INFO     | main:lifespan:39 - 版本: 1.0.0
2026-03-13 10:28:06.185 | INFO     | main:lifespan:40 - 调试模式: True
2026-03-13 10:28:06.185 | INFO     | main:lifespan:41 - ==================================================
2026-03-13 10:28:50.828 | INFO     | app.api.routes:chat_with_ai:151 - 流式AI对话 - 用户: anonymous, 问题: 晚上熬夜的危害...
2026-03-13 10:28:50.829 | INFO     | app.api.routes:chat_with_ai:152 - 联网搜索: 关闭
2026-03-13 10:28:50.829 | INFO     | app.api.routes:chat_with_ai:153 - Chat history count: 3
2026-03-13 10:28:50.829 | INFO     | app.api.routes:chat_with_ai:172 - Added 3 history messages (trimmed from 3)
2026-03-13 10:28:52.045 | INFO     | app.services.kimi_service:client:31 - Kimi (Moonshot)客户端初始化完成，使用模型: moonshot-v1-8k
2026-03-13 10:28:59.677 | INFO     | app.api.routes:producer:199 - Stream producer completed, total chunks: 356
2026-03-13 10:29:22.698 | INFO     | app.api.routes:chat_with_ai:151 - 流式AI对话 - 用户: anonymous, 问题: java环境怎么部署...
2026-03-13 10:29:22.698 | INFO     | app.api.routes:chat_with_ai:152 - 联网搜索: 关闭
2026-03-13 10:29:22.698 | INFO     | app.api.routes:chat_with_ai:153 - Chat history count: 5
2026-03-13 10:29:22.699 | INFO     | app.api.routes:chat_with_ai:172 - Added 5 history messages (trimmed from 5)
2026-03-13 10:29:34.336 | INFO     | app.api.routes:producer:199 - Stream producer completed, total chunks: 587
2026-03-13 14:22:49.252 | INFO     | main:lifespan:37 - ==================================================
2026-03-13 14:22:49.252 | INFO     | main:lifespan:38 - Health Management AI Service 启动中...
2026-03-13 14:22:49.252 | INFO     | main:lifespan:39 - 版本: 1.0.0
2026-03-13 14:22:49.253 | INFO     | main:lifespan:40 - 调试模式: True
2026-03-13 14:22:49.253 | INFO     | main:lifespan:41 - ==================================================
2026-03-13 15:39:44.612 | INFO     | main:lifespan:37 - ==================================================
2026-03-13 15:39:44.612 | INFO     | main:lifespan:38 - Health Management AI Service 启动中...
2026-03-13 15:39:44.612 | INFO     | main:lifespan:39 - 版本: 1.0.0
2026-03-13 15:39:44.612 | INFO     | main:lifespan:40 - 调试模式: True
2026-03-13 15:39:44.612 | INFO     | main:lifespan:41 - ==================================================
2026-03-13 16:02:44.579 | INFO     | main:lifespan:37 - ==================================================
2026-03-13 16:02:44.579 | INFO     | main:lifespan:38 - Health Management AI Service 启动中...
2026-03-13 16:02:44.579 | INFO     | main:lifespan:39 - 版本: 1.0.0
2026-03-13 16:02:44.579 | INFO     | main:lifespan:40 - 调试模式: True
2026-03-13 16:02:44.579 | INFO     | main:lifespan:41 - ==================================================
2026-03-14 12:35:42.632 | INFO     | main:lifespan:37 - ==================================================
2026-03-14 12:35:42.633 | INFO     | main:lifespan:38 - Health Management AI Service 启动中...
2026-03-14 12:35:42.633 | INFO     | main:lifespan:39 - 版本: 1.0.0
2026-03-14 12:35:42.633 | INFO     | main:lifespan:40 - 调试模式: True
2026-03-14 12:35:42.633 | INFO     | main:lifespan:41 - ==================================================
2026-03-14 13:14:04.180 | INFO     | main:lifespan:37 - ==================================================
2026-03-14 13:14:04.181 | INFO     | main:lifespan:38 - Health Management AI Service 启动中...
2026-03-14 13:14:04.181 | INFO     | main:lifespan:39 - 版本: 1.0.0
2026-03-14 13:14:04.181 | INFO     | main:lifespan:40 - 调试模式: True
2026-03-14 13:14:04.181 | INFO     | main:lifespan:41 - ==================================================
2026-03-14 13:51:35.965 | INFO     | main:lifespan:37 - ==================================================
2026-03-14 13:51:35.966 | INFO     | main:lifespan:38 - Health Management AI Service 启动中...
2026-03-14 13:51:35.966 | INFO     | main:lifespan:39 - 版本: 1.0.0
2026-03-14 13:51:35.966 | INFO     | main:lifespan:40 - 调试模式: True
